6  4.32689	1.718229e+00	-4.130112e-01	1.105751e+00	1.224959e+00	1.279238e+00	1.321306e+00	1.364010e+00	1.404911e+00	1.450092e+00	1.501619e+00	1.570378e+00	1.747678e+00	-2.800000e+00	2.200000e+00	6.693459e+01	2.257025e+00	1.211561e-01	9.599631e-01	3.047014e+00	3.222383e-01	8.128712e-01	
2  5.62273	1.718229e+00	-4.130112e-01	1.105751e+00	1.224959e+00	1.279238e+00	1.319682e+00	1.362940e+00	1.405372e+00	1.448825e+00	1.501664e+00	1.570391e+00	1.742885e+00	-2.793665e+00	2.245230e+00	6.655982e+01	2.178698e+00	1.204338e-01	9.595851e-01	3.044905e+00	3.224790e-01	8.128639e-01	
1  6.07136	1.718229e+00	-4.130112e-01	1.105751e+00	1.224959e+00	1.279238e+00	1.320344e+00	1.361548e+00	1.407868e+00	1.448277e+00	1.503670e+00	1.569005e+00	1.744170e+00	-2.673569e+00	2.223744e+00	6.654192e+01	2.185086e+00	1.201805e-01	9.609210e-01	3.047463e+00	3.222246e-01	8.127614e-01	
4  4.77906	1.718229e+00	-4.130112e-01	1.105751e+00	1.224959e+00	1.279238e+00	1.320447e+00	1.362619e+00	1.405691e+00	1.450267e+00	1.502675e+00	1.567928e+00	1.746742e+00	-2.649961e+00	2.171010e+00	6.710868e+01	2.251371e+00	1.219108e-01	9.590985e-01	3.037022e+00	3.221190e-01	8.125925e-01	
3  4.655	1.718229e+00	-4.130112e-01	1.105751e+00	1.224959e+00	1.279238e+00	1.320062e+00	1.363346e+00	1.403514e+00	1.451093e+00	1.501540e+00	1.567544e+00	1.746565e+00	-2.645094e+00	2.168509e+00	6.670741e+01	2.187197e+00	1.209160e-01	9.584217e-01	3.040694e+00	3.223281e-01	8.127090e-01	
1  5.67234	1.718229e+00	-4.130112e-01	1.105751e+00	1.224959e+00	1.279238e+00	1.320765e+00	1.361895e+00	1.402680e+00	1.451939e+00	1.501081e+00	1.568614e+00	1.744936e+00	-2.594274e+00	2.242833e+00	6.630487e+01	2.132797e+00	1.198563e-01	9.574050e-01	3.046850e+00	3.226059e-01	8.128238e-01	
2  7.4419	1.718229e+00	-4.130112e-01	1.105751e+00	1.224959e+00	1.279238e+00	1.319938e+00	1.362097e+00	1.404667e+00	1.451868e+00	1.501561e+00	1.568512e+00	1.742526e+00	-2.592634e+00	2.157710e+00	6.643017e+01	2.166471e+00	1.200934e-01	9.563406e-01	3.049999e+00	3.226905e-01	8.129386e-01	
1  8.19645	1.717747e+00	-3.989509e-01	1.104595e+00	1.223052e+00	1.277958e+00	1.318325e+00	1.360707e+00	1.403190e+00	1.450471e+00	1.500178e+00	1.567158e+00	1.741268e+00	-2.592634e+00	2.157710e+00	6.645866e+01	2.163368e+00	1.199274e-01	9.564316e-01	3.052760e+00	3.219678e-01	8.136664e-01	
2  7.54599	1.723874e+00	-4.040263e-01	1.103781e+00	1.222323e+00	1.276144e+00	1.317759e+00	1.359384e+00	1.402285e+00	1.449324e+00	1.499146e+00	1.566076e+00	1.740271e+00	-2.592634e+00	2.157710e+00	6.656099e+01	2.170518e+00	1.201381e-01	9.558647e-01	3.052565e+00	3.216156e-01	8.141361e-01	
2  6.13409	1.720678e+00	-4.056254e-01	1.101124e+00	1.220962e+00	1.272199e+00	1.316342e+00	1.356477e+00	1.400239e+00	1.446811e+00	1.496891e+00	1.563738e+00	1.738138e+00	-2.592634e+00	2.157710e+00	6.666661e+01	2.173793e+00	1.202040e-01	9.552881e-01	3.054788e+00	3.208191e-01	8.152326e-01	
3  5.45347	1.720678e+00	-4.056254e-01	1.101124e+00	1.220962e+00	1.272199e+00	1.317711e+00	1.356770e+00	1.401574e+00	1.447807e+00	1.497251e+00	1.564728e+00	1.738848e+00	-2.538747e+00	2.319591e+00	6.619044e+01	2.145491e+00	1.184693e-01	9.592113e-01	3.068966e+00	3.208463e-01	8.152436e-01	
