1  3.16051	1.733361e+00	-4.203003e-01	1.094949e+00	1.216708e+00	1.269405e+00	1.312654e+00	1.354857e+00	1.396327e+00	1.441426e+00	1.493335e+00	1.562228e+00	1.740273e+00	6.678958e+01	2.209617e+00	1.193373e-01	9.617019e-01	3.069034e+00	3.184990e-01	8.172570e-01	
1  3.07016	1.731910e+00	-4.235553e-01	1.096128e+00	1.216458e+00	1.268387e+00	1.313005e+00	1.354271e+00	1.396163e+00	1.440937e+00	1.492910e+00	1.561696e+00	1.739710e+00	6.705222e+01	2.236851e+00	1.202605e-01	9.599020e-01	3.063273e+00	3.186680e-01	8.172985e-01	
1  2.94843	1.728360e+00	-4.114878e-01	1.094892e+00	1.216055e+00	1.268096e+00	1.312348e+00	1.353919e+00	1.395714e+00	1.440603e+00	1.492590e+00	1.561423e+00	1.739501e+00	6.693146e+01	2.221896e+00	1.197278e-01	9.608568e-01	3.067281e+00	3.182959e-01	8.175690e-01	
2  3.3371	1.750057e+00	-4.295161e-01	1.096107e+00	1.217351e+00	1.269506e+00	1.313595e+00	1.355269e+00	1.396990e+00	1.441911e+00	1.493856e+00	1.562690e+00	1.740695e+00	6.690736e+01	2.223846e+00	1.198033e-01	9.610275e-01	3.065318e+00	3.187376e-01	8.169496e-01	
1  3.82119	1.750057e+00	-4.295161e-01	1.096107e+00	1.217351e+00	1.269506e+00	1.312644e+00	1.354966e+00	1.396451e+00	1.442872e+00	1.493151e+00	1.562723e+00	1.741312e+00	6.657463e+01	2.170091e+00	1.188575e-01	9.629713e-01	3.067212e+00	3.185847e-01	8.168140e-01	
4  4.10273	1.750057e+00	-4.295161e-01	1.096107e+00	1.217351e+00	1.269506e+00	1.312297e+00	1.353173e+00	1.395254e+00	1.442427e+00	1.493126e+00	1.562783e+00	1.736502e+00	6.625466e+01	2.109427e+00	1.181454e-01	9.610215e-01	3.069025e+00	3.186652e-01	8.169843e-01	
6  5.37783	1.750057e+00	-4.295161e-01	1.096107e+00	1.217351e+00	1.269506e+00	1.311226e+00	1.353552e+00	1.393972e+00	1.443502e+00	1.491280e+00	1.563509e+00	1.735500e+00	6.588712e+01	2.058183e+00	1.171212e-01	9.603269e-01	3.075190e+00	3.186906e-01	8.171980e-01	
3  5.95058	1.750057e+00	-4.295161e-01	1.096107e+00	1.217351e+00	1.269506e+00	1.311110e+00	1.354441e+00	1.392933e+00	1.443214e+00	1.492265e+00	1.563428e+00	1.734185e+00	6.579559e+01	2.035996e+00	1.169396e-01	9.609349e-01	3.073533e+00	3.186459e-01	8.171382e-01	
2  4.93946	1.723277e+00	-4.084965e-01	1.098307e+00	1.219942e+00	1.271444e+00	1.313556e+00	1.356562e+00	1.395180e+00	1.445339e+00	1.494368e+00	1.565464e+00	1.736047e+00	6.580696e+01	2.045439e+00	1.173290e-01	9.605860e-01	3.068438e+00	3.196531e-01	8.160565e-01	
1  5.88094	1.725616e+00	-4.049924e-01	1.100995e+00	1.220563e+00	1.273449e+00	1.314713e+00	1.358141e+00	1.396438e+00	1.446711e+00	1.495605e+00	1.566684e+00	1.737109e+00	6.592314e+01	2.062297e+00	1.179170e-01	9.597763e-01	3.063002e+00	3.202683e-01	8.153602e-01	
3  6.1647	1.725616e+00	-4.049924e-01	1.100995e+00	1.220563e+00	1.273449e+00	1.316520e+00	1.356719e+00	1.397246e+00	1.448295e+00	1.495977e+00	1.567459e+00	1.737808e+00	6.651374e+01	2.143181e+00	1.197088e-01	9.583354e-01	3.053576e+00	3.204843e-01	8.151247e-01	
4  6.89072	1.725616e+00	-4.049924e-01	1.100995e+00	1.220563e+00	1.273449e+00	1.317581e+00	1.357285e+00	1.395601e+00	1.448998e+00	1.496327e+00	1.567350e+00	1.736089e+00	6.701240e+01	2.209448e+00	1.211656e-01	9.569264e-01	3.046265e+00	3.204521e-01	8.149922e-01	
2  6.6006	1.725616e+00	-4.049924e-01	1.100995e+00	1.220563e+00	1.273449e+00	1.316984e+00	1.358577e+00	1.396752e+00	1.447431e+00	1.495490e+00	1.568196e+00	1.736125e+00	6.702042e+01	2.214726e+00	1.211947e-01	9.551122e-01	3.048580e+00	3.205579e-01	8.151839e-01	
1  5.69005	1.725616e+00	-4.049924e-01	1.100995e+00	1.220563e+00	1.273449e+00	1.318162e+00	1.359152e+00	1.397129e+00	1.448925e+00	1.496413e+00	1.567821e+00	1.740937e+00	6.750168e+01	2.289343e+00	1.224942e-01	9.552722e-01	3.042813e+00	3.204928e-01	8.148847e-01	
2  4.38343	1.725616e+00	-4.049924e-01	1.100995e+00	1.220563e+00	1.273449e+00	1.317486e+00	1.360514e+00	1.398565e+00	1.449343e+00	1.495921e+00	1.568122e+00	1.740997e+00	6.637970e+01	2.143910e+00	1.191147e-01	9.595204e-01	3.059632e+00	3.204482e-01	8.149680e-01	
2  4.53962	1.709233e+00	-3.874033e-01	1.099664e+00	1.221352e+00	1.272969e+00	1.317703e+00	1.360421e+00	1.398720e+00	1.449417e+00	1.496087e+00	1.568288e+00	1.741217e+00	6.623710e+01	2.128874e+00	1.186085e-01	9.604846e-01	3.062902e+00	3.203330e-01	8.149928e-01	
8  4.77876	1.706131e+00	-3.865649e-01	1.096363e+00	1.220436e+00	1.270522e+00	1.316189e+00	1.358465e+00	1.397121e+00	1.447706e+00	1.494536e+00	1.566763e+00	1.739889e+00	6.609456e+01	2.107704e+00	1.178586e-01	9.615490e-01	3.069816e+00	3.195149e-01	8.158728e-01	
3  6.2604	1.706131e+00	-3.865649e-01	1.096363e+00	1.220436e+00	1.270522e+00	1.314897e+00	1.358469e+00	1.397142e+00	1.446629e+00	1.494392e+00	1.566119e+00	1.739008e+00	6.724700e+01	2.276979e+00	1.212945e-01	9.589559e-01	3.054862e+00	3.199985e-01	8.159373e-01	
2  7.00136	1.706131e+00	-3.865649e-01	1.096363e+00	1.220436e+00	1.270522e+00	1.314342e+00	1.357590e+00	1.394582e+00	1.447420e+00	1.492373e+00	1.565424e+00	1.736135e+00	6.874631e+01	2.448917e+00	1.260360e-01	9.533981e-01	3.026408e+00	3.198636e-01	8.156395e-01	
3  6.99467	1.706131e+00	-3.865649e-01	1.096363e+00	1.220436e+00	1.270522e+00	1.314401e+00	1.356423e+00	1.393109e+00	1.446398e+00	1.491833e+00	1.563428e+00	1.738818e+00	6.869437e+01	2.416769e+00	1.260249e-01	9.525028e-01	3.022686e+00	3.196428e-01	8.156707e-01	
2  7.29362	1.718305e+00	-3.999321e-01	1.096559e+00	1.220790e+00	1.269229e+00	1.314941e+00	1.355834e+00	1.393107e+00	1.446027e+00	1.491594e+00	1.563096e+00	1.738512e+00	6.884433e+01	2.432238e+00	1.265357e-01	9.515504e-01	3.019547e+00	3.196559e-01	8.156192e-01	
1  6.92099	1.692448e+00	-3.867246e-01	1.097798e+00	1.220242e+00	1.270201e+00	1.314722e+00	1.356216e+00	1.393084e+00	1.446174e+00	1.491606e+00	1.563119e+00	1.738438e+00	6.891937e+01	2.441312e+00	1.268912e-01	9.507683e-01	3.017027e+00	3.198997e-01	8.154299e-01	
2  5.81225	1.702056e+00	-3.962810e-01	1.099119e+00	1.221207e+00	1.273083e+00	1.315499e+00	1.358260e+00	1.394426e+00	1.447923e+00	1.493162e+00	1.564767e+00	1.739966e+00	6.876678e+01	2.430678e+00	1.265671e-01	9.516680e-01	3.017370e+00	3.204106e-01	8.147810e-01	
2  5.37661	1.702056e+00	-3.962810e-01	1.099119e+00	1.221207e+00	1.273083e+00	1.316138e+00	1.358354e+00	1.395206e+00	1.447949e+00	1.490979e+00	1.565232e+00	1.738306e+00	6.888147e+01	2.456240e+00	1.267728e-01	9.510756e-01	3.019375e+00	3.203168e-01	8.149643e-01	
9  6.02932	1.702056e+00	-3.962810e-01	1.099119e+00	1.221207e+00	1.273083e+00	1.317618e+00	1.356649e+00	1.396357e+00	1.447619e+00	1.491960e+00	1.564653e+00	1.739247e+00	6.883600e+01	2.439952e+00	1.267685e-01	9.526616e-01	3.015405e+00	3.203873e-01	8.147248e-01	
3  6.78087	1.712115e+00	-4.021150e-01	1.100195e+00	1.223301e+00	1.275686e+00	1.319251e+00	1.358933e+00	1.398308e+00	1.449787e+00	1.494033e+00	1.566779e+00	1.741265e+00	6.864933e+01	2.427215e+00	1.263690e-01	9.538498e-01	3.015711e+00	3.210140e-01	8.138798e-01	
4  6.93345	1.734698e+00	-4.221035e-01	1.097700e+00	1.221762e+00	1.272496e+00	1.317689e+00	1.356437e+00	1.396381e+00	1.447578e+00	1.492014e+00	1.564731e+00	1.739422e+00	6.870213e+01	2.425215e+00	1.262351e-01	9.537550e-01	3.019025e+00	3.201947e-01	8.149243e-01	
