2  2.58688	1.711591e+00	-4.022838e-01	1.101214e+00	1.222316e+00	1.273339e+00	1.318581e+00	1.359470e+00	1.401475e+00	1.446099e+00	1.497989e+00	1.566667e+00	1.744306e+00	6.703155e+01	2.253506e+00	1.209391e-01	9.596809e-01	3.052798e+00	3.207455e-01	8.147194e-01	
1  2.70059	1.705997e+00	-3.963517e-01	1.097914e+00	1.220387e+00	1.270951e+00	1.316286e+00	1.357211e+00	1.399303e+00	1.443966e+00	1.495952e+00	1.564687e+00	1.742529e+00	6.690839e+01	2.232436e+00	1.201806e-01	9.606582e-01	3.060314e+00	3.197624e-01	8.158605e-01	
4  3.67489	1.679898e+00	-3.719340e-01	1.099520e+00	1.219478e+00	1.272993e+00	1.315814e+00	1.358153e+00	1.399407e+00	1.444505e+00	1.496255e+00	1.565059e+00	1.742773e+00	6.692434e+01	2.235403e+00	1.203138e-01	9.603858e-01	3.058964e+00	3.199737e-01	8.156500e-01	
1  4.4306	1.679898e+00	-3.719340e-01	1.099520e+00	1.219478e+00	1.272993e+00	1.316231e+00	1.357404e+00	1.399974e+00	1.444275e+00	1.494838e+00	1.563736e+00	1.746030e+00	6.653640e+01	2.166945e+00	1.193428e-01	9.598280e-01	3.061464e+00	3.199761e-01	8.157160e-01	
1  3.69021	1.679898e+00	-3.719340e-01	1.099520e+00	1.219478e+00	1.272993e+00	1.317538e+00	1.357783e+00	1.400860e+00	1.445500e+00	1.495972e+00	1.564007e+00	1.747897e+00	6.591671e+01	2.082336e+00	1.175979e-01	9.620884e-01	3.068010e+00	3.200576e-01	8.153448e-01	
1  5.19232	1.679898e+00	-3.719340e-01	1.099520e+00	1.219478e+00	1.272993e+00	1.315682e+00	1.356843e+00	1.400373e+00	1.445140e+00	1.494785e+00	1.564304e+00	1.746810e+00	6.550738e+01	2.048746e+00	1.162528e-01	9.621457e-01	3.081150e+00	3.201526e-01	8.158934e-01	
1  4.90041	1.679898e+00	-3.719340e-01	1.099520e+00	1.219478e+00	1.272993e+00	1.315502e+00	1.357947e+00	1.401484e+00	1.445197e+00	1.495353e+00	1.565645e+00	1.748097e+00	6.606612e+01	2.164833e+00	1.174513e-01	9.628486e-01	3.082607e+00	3.201657e-01	8.158081e-01	
2  4.5283	1.679898e+00	-3.719340e-01	1.099520e+00	1.219478e+00	1.272993e+00	1.316029e+00	1.357716e+00	1.401649e+00	1.445871e+00	1.495045e+00	1.565937e+00	1.746427e+00	6.528494e+01	2.026099e+00	1.155955e-01	9.638118e-01	3.084210e+00	3.202643e-01	8.156110e-01	
2  5.23851	1.679898e+00	-3.719340e-01	1.099520e+00	1.219478e+00	1.272993e+00	1.317073e+00	1.357202e+00	1.403020e+00	1.445992e+00	1.497656e+00	1.566346e+00	1.747683e+00	6.458794e+01	1.961862e+00	1.132179e-01	9.681209e-01	3.100689e+00	3.199746e-01	8.152774e-01	
1  4.96201	1.679898e+00	-3.719340e-01	1.099520e+00	1.219478e+00	1.272993e+00	1.314785e+00	1.359314e+00	1.401923e+00	1.446585e+00	1.495032e+00	1.566637e+00	1.747512e+00	6.507059e+01	1.993771e+00	1.148934e-01	9.657443e-01	3.086057e+00	3.199562e-01	8.153822e-01	
