1  3.79958	1.732238e+00	-4.151388e-01	1.097358e+00	1.215108e+00	1.267519e+00	1.312575e+00	1.353467e+00	1.395480e+00	1.440111e+00	1.492086e+00	1.560802e+00	1.738796e+00	6.732845e+01	2.263089e+00	1.211121e-01	9.582143e-01	3.058477e+00	3.185159e-01	8.175384e-01	
1  4.19765	1.757792e+00	-4.426544e-01	1.096735e+00	1.216398e+00	1.267453e+00	1.313364e+00	1.353815e+00	1.396114e+00	1.440618e+00	1.492676e+00	1.561388e+00	1.739419e+00	6.722607e+01	2.254405e+00	1.208192e-01	9.589174e-01	3.059817e+00	3.186467e-01	8.173270e-01	
5  3.9769	1.747384e+00	-4.286729e-01	1.097840e+00	1.216342e+00	1.267840e+00	1.313668e+00	1.354120e+00	1.396373e+00	1.440864e+00	1.492887e+00	1.561570e+00	1.739541e+00	6.732512e+01	2.265650e+00	1.212024e-01	9.582560e-01	3.056972e+00	3.188033e-01	8.171462e-01	
4  4.11802	1.747384e+00	-4.286729e-01	1.097840e+00	1.216342e+00	1.267840e+00	1.314740e+00	1.352646e+00	1.396937e+00	1.440636e+00	1.490900e+00	1.561746e+00	1.738821e+00	6.808628e+01	2.380134e+00	1.232931e-01	9.564611e-01	3.049489e+00	3.186946e-01	8.171443e-01	
2  4.77518	1.747384e+00	-4.286729e-01	1.097840e+00	1.216342e+00	1.267840e+00	1.312588e+00	1.352517e+00	1.395758e+00	1.438702e+00	1.489611e+00	1.560166e+00	1.739202e+00	6.756440e+01	2.283074e+00	1.220333e-01	9.552819e-01	3.052271e+00	3.187509e-01	8.173818e-01	
1  4.76293	1.747384e+00	-4.286729e-01	1.097840e+00	1.216342e+00	1.267840e+00	1.313230e+00	1.352409e+00	1.396266e+00	1.440324e+00	1.489886e+00	1.560212e+00	1.739262e+00	6.792609e+01	2.342940e+00	1.229292e-01	9.568832e-01	3.047897e+00	3.186047e-01	8.170287e-01	
1  5.54	1.747384e+00	-4.286729e-01	1.097840e+00	1.216342e+00	1.267840e+00	1.314770e+00	1.351957e+00	1.396946e+00	1.440271e+00	1.488457e+00	1.562002e+00	1.734701e+00	6.759939e+01	2.292364e+00	1.220952e-01	9.565811e-01	3.050744e+00	3.187598e-01	8.169188e-01	
2  4.6879	1.747384e+00	-4.286729e-01	1.097840e+00	1.216342e+00	1.267840e+00	1.314425e+00	1.352629e+00	1.396049e+00	1.440517e+00	1.489205e+00	1.562014e+00	1.734165e+00	6.717714e+01	2.224611e+00	1.208967e-01	9.566105e-01	3.055495e+00	3.186225e-01	8.169922e-01	
1  6.39494	1.735802e+00	-4.356142e-01	1.095549e+00	1.214248e+00	1.266519e+00	1.312084e+00	1.350882e+00	1.394013e+00	1.438681e+00	1.487340e+00	1.560231e+00	1.732502e+00	6.708510e+01	2.208981e+00	1.203794e-01	9.570456e-01	3.061075e+00	3.180006e-01	8.179558e-01	
2  5.63783	1.753571e+00	-4.499871e-01	1.100195e+00	1.216715e+00	1.271175e+00	1.314949e+00	1.354719e+00	1.397191e+00	1.442141e+00	1.490542e+00	1.563442e+00	1.735410e+00	6.713158e+01	2.225914e+00	1.210147e-01	9.565468e-01	3.053013e+00	3.193459e-01	8.162491e-01	
