1  2.99683	1.732755e+00	-4.175598e-01	1.098554e+00	1.216806e+00	1.269584e+00	1.313986e+00	1.355290e+00	1.397071e+00	1.441833e+00	1.493727e+00	1.562466e+00	1.740352e+00	-2.800000e+00	2.200000e+00	6.722452e+01	2.258127e+00	1.209854e-01	9.587664e-01	3.057414e+00	3.191113e-01	8.167631e-01	
7  4.81723	1.752581e+00	-4.580546e-01	1.102234e+00	1.221665e+00	1.272697e+00	1.318465e+00	1.358884e+00	1.401041e+00	1.445492e+00	1.497380e+00	1.566010e+00	1.743642e+00	-2.800000e+00	2.200000e+00	6.725558e+01	2.276791e+00	1.217330e-01	9.580737e-01	3.048089e+00	3.208823e-01	8.148039e-01	
5  4.05951	1.752581e+00	-4.580546e-01	1.102234e+00	1.221665e+00	1.272697e+00	1.317521e+00	1.360644e+00	1.399943e+00	1.446109e+00	1.496403e+00	1.566222e+00	1.742176e+00	-2.791875e+00	2.276065e+00	6.762897e+01	2.324113e+00	1.227534e-01	9.569030e-01	3.043052e+00	3.206142e-01	8.146966e-01	
2  4.05446	1.752581e+00	-4.580546e-01	1.102234e+00	1.221665e+00	1.272697e+00	1.317715e+00	1.360231e+00	1.400235e+00	1.445951e+00	1.496494e+00	1.566333e+00	1.744646e+00	-2.894695e+00	2.324869e+00	6.841475e+01	2.448105e+00	1.249017e-01	9.560424e-01	3.035343e+00	3.205308e-01	8.145671e-01	
3  3.3828	1.752581e+00	-4.580546e-01	1.102234e+00	1.221665e+00	1.272697e+00	1.318511e+00	1.358375e+00	1.402648e+00	1.443785e+00	1.498580e+00	1.565681e+00	1.746607e+00	-2.657030e+00	2.366656e+00	6.780543e+01	2.353150e+00	1.233256e-01	9.569546e-01	3.039800e+00	3.208239e-01	8.144237e-01	
4  4.15666	1.752581e+00	-4.580546e-01	1.102234e+00	1.221665e+00	1.272697e+00	1.317847e+00	1.358643e+00	1.402431e+00	1.442183e+00	1.499466e+00	1.564490e+00	1.750771e+00	-2.668582e+00	2.353513e+00	6.744037e+01	2.301008e+00	1.223434e-01	9.573237e-01	3.044256e+00	3.210007e-01	8.145471e-01	
7  3.32568	1.739066e+00	-4.410730e-01	1.104026e+00	1.221323e+00	1.275270e+00	1.317834e+00	1.360121e+00	1.403044e+00	1.443261e+00	1.500302e+00	1.565407e+00	1.751548e+00	-2.668582e+00	2.353513e+00	6.740932e+01	2.300538e+00	1.223535e-01	9.574346e-01	3.043145e+00	3.213084e-01	8.141145e-01	
1  3.76246	1.739066e+00	-4.410730e-01	1.104026e+00	1.221323e+00	1.275270e+00	1.317091e+00	1.360823e+00	1.403642e+00	1.443549e+00	1.500635e+00	1.566246e+00	1.749647e+00	-2.754900e+00	2.389928e+00	6.782757e+01	2.361714e+00	1.234513e-01	9.569711e-01	3.038883e+00	3.210738e-01	8.140966e-01	
6  5.73062	1.739066e+00	-4.410730e-01	1.104026e+00	1.221323e+00	1.275270e+00	1.316789e+00	1.363368e+00	1.402097e+00	1.444390e+00	1.501003e+00	1.565950e+00	1.753235e+00	-2.600098e+00	2.307848e+00	6.796274e+01	2.403246e+00	1.237184e-01	9.569480e-01	3.042045e+00	3.212755e-01	8.142301e-01	
2  5.61962	1.739066e+00	-4.410730e-01	1.104026e+00	1.221323e+00	1.275270e+00	1.318726e+00	1.361696e+00	1.403737e+00	1.444071e+00	1.500898e+00	1.568235e+00	1.750336e+00	-2.607330e+00	2.246529e+00	6.840282e+01	2.485547e+00	1.248519e-01	9.571370e-01	3.039626e+00	3.213363e-01	8.140609e-01	
