1  7.59147	1.741056e+00	-4.389726e-01	1.095894e+00	1.212267e+00	1.268703e+00	1.309590e+00	1.352942e+00	1.393635e+00	1.439066e+00	1.490755e+00	1.559697e+00	1.737740e+00	-2.800000e+00	2.200000e+00	6.710466e+01	2.235060e+00	1.201800e-01	9.595233e-01	3.066181e+00	3.179517e-01	8.182897e-01	
2  7.10998	1.737502e+00	-4.332029e-01	1.095557e+00	1.212167e+00	1.265036e+00	1.309968e+00	1.350851e+00	1.392856e+00	1.437481e+00	1.489482e+00	1.558217e+00	1.736357e+00	-2.800000e+00	2.200000e+00	6.743929e+01	2.266327e+00	1.211956e-01	9.574573e-01	3.060878e+00	3.177246e-01	8.187442e-01	
2  6.41919	1.769144e+00	-4.658875e-01	1.098833e+00	1.215854e+00	1.269370e+00	1.313324e+00	1.354795e+00	1.396426e+00	1.441232e+00	1.493074e+00	1.561831e+00	1.739733e+00	-2.800000e+00	2.200000e+00	6.731663e+01	2.266720e+00	1.212780e-01	9.580698e-01	3.056141e+00	3.190742e-01	8.169789e-01	
6  9.00053	1.769144e+00	-4.658875e-01	1.098833e+00	1.215854e+00	1.269370e+00	1.315234e+00	1.353842e+00	1.395455e+00	1.442936e+00	1.490122e+00	1.562881e+00	1.737752e+00	-2.933439e+00	2.129905e+00	6.677342e+01	2.163513e+00	1.200532e-01	9.580758e-01	3.055928e+00	3.192248e-01	8.168781e-01	
1  11.3309	1.769144e+00	-4.658875e-01	1.098833e+00	1.215854e+00	1.269370e+00	1.314295e+00	1.355201e+00	1.394287e+00	1.445485e+00	1.486407e+00	1.564010e+00	1.737219e+00	-2.856785e+00	2.135149e+00	6.758607e+01	2.298986e+00	1.222761e-01	9.561727e-01	3.050485e+00	3.194264e-01	8.169873e-01	
4  10.0084	1.769144e+00	-4.658875e-01	1.098833e+00	1.215854e+00	1.269370e+00	1.312978e+00	1.354638e+00	1.394821e+00	1.444343e+00	1.486414e+00	1.562172e+00	1.741313e+00	-2.787870e+00	2.120037e+00	6.782278e+01	2.304133e+00	1.231127e-01	9.554024e-01	3.041319e+00	3.191313e-01	8.168584e-01	
3  9.98038	1.769144e+00	-4.658875e-01	1.098833e+00	1.215854e+00	1.269370e+00	1.313002e+00	1.354361e+00	1.393407e+00	1.442514e+00	1.486515e+00	1.561258e+00	1.740833e+00	-2.748127e+00	2.177072e+00	6.793248e+01	2.313838e+00	1.235731e-01	9.546252e-01	3.038065e+00	3.193094e-01	8.168977e-01	
1  10.5411	1.770895e+00	-4.668490e-01	1.100247e+00	1.215930e+00	1.269549e+00	1.313538e+00	1.354605e+00	1.393741e+00	1.442736e+00	1.486725e+00	1.561413e+00	1.740925e+00	-2.748127e+00	2.177072e+00	6.809118e+01	2.331797e+00	1.241840e-01	9.535519e-01	3.033683e+00	3.195277e-01	8.166102e-01	
1  10.0073	1.769040e+00	-4.681114e-01	1.103481e+00	1.219070e+00	1.272373e+00	1.316663e+00	1.357505e+00	1.396683e+00	1.445584e+00	1.489507e+00	1.564130e+00	1.743420e+00	-2.748127e+00	2.177072e+00	6.812989e+01	2.346665e+00	1.247559e-01	9.530536e-01	3.026573e+00	3.207171e-01	8.150816e-01	
2  8.05595	1.745995e+00	-4.497988e-01	1.102657e+00	1.219510e+00	1.273086e+00	1.316568e+00	1.357964e+00	1.396895e+00	1.445986e+00	1.489870e+00	1.564551e+00	1.743840e+00	-2.748127e+00	2.177072e+00	6.794040e+01	2.327737e+00	1.241450e-01	9.541846e-01	3.030259e+00	3.207750e-01	8.150876e-01	
1  7.0093	1.743228e+00	-4.404258e-01	1.100948e+00	1.218758e+00	1.271238e+00	1.315703e+00	1.356575e+00	1.395853e+00	1.444790e+00	1.488800e+00	1.563465e+00	1.742875e+00	-2.748127e+00	2.177072e+00	6.792970e+01	2.322025e+00	1.239093e-01	9.544484e-01	3.033150e+00	3.202415e-01	8.157055e-01	
1  6.14017	1.743228e+00	-4.404258e-01	1.100948e+00	1.218758e+00	1.271238e+00	1.315702e+00	1.355124e+00	1.397701e+00	1.442553e+00	1.489150e+00	1.564280e+00	1.736907e+00	-2.755641e+00	2.134980e+00	6.898884e+01	2.497825e+00	1.267699e-01	9.520754e-01	3.025800e+00	3.201882e-01	8.155875e-01	
13  6.56524	1.743228e+00	-4.404258e-01	1.100948e+00	1.218758e+00	1.271238e+00	1.316289e+00	1.355390e+00	1.400036e+00	1.442075e+00	1.490632e+00	1.567232e+00	1.736373e+00	-2.631556e+00	2.184652e+00	6.855893e+01	2.436792e+00	1.255758e-01	9.547930e-01	3.028899e+00	3.203775e-01	8.154469e-01	
2  7.13148	1.725581e+00	-4.225787e-01	1.096796e+00	1.217668e+00	1.268391e+00	1.314409e+00	1.353097e+00	1.398127e+00	1.440072e+00	1.488817e+00	1.565455e+00	1.734832e+00	-2.631556e+00	2.184652e+00	6.835140e+01	2.407330e+00	1.245388e-01	9.563269e-01	3.038076e+00	3.194755e-01	8.166633e-01	
2  7.2838	1.735565e+00	-4.274936e-01	1.096631e+00	1.215711e+00	1.267846e+00	1.312949e+00	1.352131e+00	1.396869e+00	1.438968e+00	1.487648e+00	1.564322e+00	1.733739e+00	-2.631556e+00	2.184652e+00	6.843672e+01	2.411896e+00	1.246563e-01	9.558965e-01	3.038619e+00	3.190278e-01	8.171865e-01	
